Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,"Canvas text rendering:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Clipboard API (navigator.clipboard):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Custom Paint API (Paint Worklet):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Editing (contenteditable):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","File System (navigator.storage.getDirectory()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","History API (window.history):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Import Maps:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Intersection Observer:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Navigation API (window.navigation):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Neural Network API:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","OffscreenCanvas:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Pointer Events:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Priority Hints (fetchpriority HTML attribute):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Push notifications:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Temporal API:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","URL (parsing and API):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","User agent client hints (navigator.userAgentData):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Codecs (AudioDecoder, VideoDecoder, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Components (custom elements, Shadow DOM, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","WebTransport:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Clipboard API (navigator.clipboard):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Editing (contenteditable):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","File System (navigator.storage.getDirectory()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","History API (window.history):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Import Maps:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Intersection Observer:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Navigation API (window.navigation):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","OffscreenCanvas:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Pointer Events:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Priority Hints (fetchpriority HTML attribute):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Push notifications:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Storage quota estimation (navigator.storage.estimate()):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Temporal API:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","URL (parsing and API):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","User agent client hints (navigator.userAgentData):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Codecs (AudioDecoder, VideoDecoder, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","Web Components (custom elements, Shadow DOM, etc.):For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)","WebTransport:For your needs as a developer, which features should be improved across browsers in the coming year? This means enabling support or fixing bugs. Please select up to 5. (This is not a complete list, other features may also be planned.)"
22,"Oct 31, 2022 7:12:02 am","Oct 31, 2022 7:12:02 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intersection Observer,Navigation API (window.navigation),,,,Push notifications,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
23,"Oct 31, 2022 7:23:12 am","Oct 31, 2022 7:23:12 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,File System (navigator.storage.getDirectory()),,,,,,,,Push notifications,,,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)","Web Components (custom elements, Shadow DOM, etc.)",
24,"Oct 31, 2022 7:27:51 am","Oct 31, 2022 7:27:51 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intersection Observer,,OffscreenCanvas,,,,,Temporal API,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,WebTransport
25,"Oct 31, 2022 7:33:03 am","Oct 31, 2022 7:33:03 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),,,Import Maps,,,,,Priority Hints (fetchpriority HTML attribute),,,Temporal API,,,,,
26,"Oct 31, 2022 7:36:33 am","Oct 31, 2022 7:36:33 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intersection Observer,,,,,,,,,,,,
27,"Oct 31, 2022 7:36:54 am","Oct 31, 2022 7:36:54 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,History API (window.history),Import Maps,,Navigation API (window.navigation),OffscreenCanvas,,,,,Temporal API,,,,,
28,"Oct 31, 2022 7:39:11 am","Oct 31, 2022 7:39:11 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,Import Maps,Intersection Observer,,,,,,,Temporal API,,,,,WebTransport
29,"Oct 31, 2022 7:42:11 am","Oct 31, 2022 7:42:11 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,,,File System (navigator.storage.getDirectory()),,,,,,,,,Storage quota estimation (navigator.storage.estimate()),,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)","Web Components (custom elements, Shadow DOM, etc.)",
30,"Oct 31, 2022 7:51:54 am","Oct 31, 2022 7:51:54 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,File System (navigator.storage.getDirectory()),History API (window.history),,,,,Pointer Events,,,,,URL (parsing and API),,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,
31,"Oct 31, 2022 7:52:41 am","Oct 31, 2022 7:52:41 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OffscreenCanvas,,,,,,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,
32,"Oct 31, 2022 7:54:41 am","Oct 31, 2022 7:54:41 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,File System (navigator.storage.getDirectory()),,,,,OffscreenCanvas,Pointer Events,,,,,,,,,
33,"Oct 31, 2022 7:55:01 am","Oct 31, 2022 7:55:01 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OffscreenCanvas,,,,,,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,
34,"Oct 31, 2022 7:55:15 am","Oct 31, 2022 7:55:15 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),Editing (contenteditable),File System (navigator.storage.getDirectory()),,,,,,,,Push notifications,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
35,"Oct 31, 2022 7:57:03 am","Oct 31, 2022 7:57:03 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,,,Import Maps,,,,,,,,,,,,,
36,"Oct 31, 2022 7:57:28 am","Oct 31, 2022 7:57:28 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,,,,History API (window.history),,,,,,,Push notifications,,,URL (parsing and API),,,"Web Components (custom elements, Shadow DOM, etc.)",
37,"Oct 31, 2022 7:57:33 am","Oct 31, 2022 7:57:33 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OffscreenCanvas,,,Push notifications,,Temporal API,,,,"Web Components (custom elements, Shadow DOM, etc.)",WebTransport
38,"Oct 31, 2022 8:25:12 am","Oct 31, 2022 8:25:12 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),,,,,,,,,,,,,User agent client hints (navigator.userAgentData),,"Web Components (custom elements, Shadow DOM, etc.)",WebTransport
39,"Oct 31, 2022 8:30:10 am","Oct 31, 2022 8:30:10 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),,,,,,,,,,,,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)","Web Components (custom elements, Shadow DOM, etc.)",
40,"Oct 31, 2022 8:30:38 am","Oct 31, 2022 8:30:38 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),File System (navigator.storage.getDirectory()),,,,,OffscreenCanvas,,Priority Hints (fetchpriority HTML attribute),,,,,,,"Web Components (custom elements, Shadow DOM, etc.)",
41,"Oct 31, 2022 8:32:00 am","Oct 31, 2022 8:32:00 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navigation API (window.navigation),,,,,,,,,,,
42,"Oct 31, 2022 8:37:24 am","Oct 31, 2022 8:37:24 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navigation API (window.navigation),OffscreenCanvas,,Priority Hints (fetchpriority HTML attribute),Push notifications,,,,,,,
43,"Oct 31, 2022 8:49:16 am","Oct 31, 2022 8:49:16 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Oct 31, 2022 9:03:48 am","Oct 31, 2022 9:03:48 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),Editing (contenteditable),,,,,,OffscreenCanvas,Pointer Events,,,,,,,,,
45,"Oct 31, 2022 9:05:53 am","Oct 31, 2022 9:05:53 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,File System (navigator.storage.getDirectory()),History API (window.history),,,Navigation API (window.navigation),,,,,,,URL (parsing and API),,,,
46,"Oct 31, 2022 9:21:19 am","Oct 31, 2022 9:21:19 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,Import Maps,,,,,,,,,,,,,
47,"Oct 31, 2022 9:23:03 am","Oct 31, 2022 9:23:03 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,,,,,,OffscreenCanvas,Pointer Events,,,,,URL (parsing and API),,,,
48,"Oct 31, 2022 9:23:42 am","Oct 31, 2022 9:23:42 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URL (parsing and API),,,,
49,"Oct 31, 2022 9:36:58 am","Oct 31, 2022 9:36:58 am",Complete,,,English,https://developer.mozilla.org/,,,Canvas text rendering,,,,,,,,,,,,,,,,,,,,,,File System (navigator.storage.getDirectory()),,Import Maps,Intersection Observer,,OffscreenCanvas,,,,,,,,,,
50,"Oct 31, 2022 9:55:21 am","Oct 31, 2022 9:55:21 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intersection Observer,,,,,Push notifications,,Temporal API,URL (parsing and API),,,,
51,"Oct 31, 2022 9:55:56 am","Oct 31, 2022 9:55:56 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,Editing (contenteditable),,,,,,,,,,,,,,,,
52,"Oct 31, 2022 10:04:51 am","Oct 31, 2022 10:04:51 am",Complete,,,English,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Addition_assignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temporal API,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,
53,"Oct 31, 2022 10:16:13 am","Oct 31, 2022 10:16:13 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,Clipboard API (navigator.clipboard),,,,Import Maps,Intersection Observer,,,,,,Storage quota estimation (navigator.storage.estimate()),,,,,,
54,"Oct 31, 2022 10:19:20 am","Oct 31, 2022 10:19:20 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push notifications,,Temporal API,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,
55,"Oct 31, 2022 10:31:07 am","Oct 31, 2022 10:31:07 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,File System (navigator.storage.getDirectory()),,,,,,,,Push notifications,,,,User agent client hints (navigator.userAgentData),,,
56,"Oct 31, 2022 10:31:10 am","Oct 31, 2022 10:31:10 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,Import Maps,,,OffscreenCanvas,,,,,Temporal API,,,"Web Codecs (AudioDecoder, VideoDecoder, etc.)",,WebTransport
